,Title,Artist,Genre,Url,Happy,Sad,Energized,Relaxed,Nostalgic,Romantic,Angry,Focused,Inspired,Melancholic,Peaceful,Anxious,Confident,Dreamy,Lonely
1565,See You Again,Wiz Khalifa,Hiphop_Overseas,https://www.youtube.com/watch?v=nugmZqIP0uk&pp=ygUfU2VlIFlvdSBBZ2FpbiBXaXogS2hhbGlmYSBhdWRpbw%3D%3D,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1566,Paint The Town Red,Doja Cat,Hiphop_Overseas,https://www.youtube.com/watch?v=fGe8drSjqHI&pp=ygUhUGFpbnQgVGhlIFRvd24gUmVkIERvamEgQ2F0IGF1ZGlv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1567,"Surround Sound (Feat. 21 Savage, Baby Tate)",J.I.D,Hiphop_Overseas,https://www.youtube.com/watch?v=Y19q-7VN2WI&pp=ygU3U3Vycm91bmQgU291bmQgKEZlYXQuIDIxIFNhdmFnZSwgQmFieSBUYXRlKSBKLkkuRCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1568,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,Hiphop_Overseas,https://www.youtube.com/watch?v=Zrly3QMUhoo&pp=ygU-U1RBUiBXQUxLSU4nIChMZWFndWUgb2YgTGVnZW5kcyBXb3JsZHMgQW50aGVtKSBMaWwgTmFzIFggYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1569,Sunflower (Spider-Man: Into the Spider-Verse),Swae Lee,Hiphop_Overseas,https://www.youtube.com/watch?v=ApXoWvfEYVU&pp=ygU8U3VuZmxvd2VyIChTcGlkZXItTWFuOiBJbnRvIHRoZSBTcGlkZXItVmVyc2UpIFN3YWUgTGVlIGF1ZGlv,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1570,Mood (Feat. Iann Dior),24KGoldn,Hiphop_Overseas,https://www.youtube.com/watch?v=2fvw0TkENHM&pp=ygUlTW9vZCAoRmVhdC4gSWFubiBEaW9yKSAyNEtHb2xkbiBhdWRpbw%3D%3D,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1571,Him &amp; I,Halsey,Hiphop_Overseas,https://www.youtube.com/watch?v=KprKbo4tLjo&pp=ygUESGltIA%3D%3D,,,,,,,,,,,,,,,
1572,INDUSTRY BABY,Jack Harlow,Hiphop_Overseas,https://www.youtube.com/watch?v=i9PSG5mFYoo&pp=ygUfSU5EVVNUUlkgQkFCWSBKYWNrIEhhcmxvdyBhdWRpbw%3D%3D,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1573,"I'll Be Missing You (feat. Faith Evans, 112)",P. Diddy,Hiphop_Overseas,https://www.youtube.com/watch?v=1S5xRPZBMy0&pp=ygU7SSdsbCBCZSBNaXNzaW5nIFlvdSAoZmVhdC4gRmFpdGggRXZhbnMsIDExMikgUC4gRGlkZHkgYXVkaW8%3D,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
1574,Agora Hills,Doja Cat,Hiphop_Overseas,https://www.youtube.com/watch?v=YHH4giJHWB8&pp=ygUaQWdvcmEgSGlsbHMgRG9qYSBDYXQgYXVkaW8%3D,,,,,,,,,,,,,,,
1575,I Like You (A Happier Song) (Feat. Doja Cat),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=_a0T5qwxANg&pp=ygU-SSBMaWtlIFlvdSAoQSBIYXBwaWVyIFNvbmcpIChGZWF0LiBEb2phIENhdCkgUG9zdCBNYWxvbmUgYXVkaW8%3D,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1576,"I'm the One (Feat. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne)",DJ Khaled,Hiphop_Overseas,https://www.youtube.com/watch?v=kb6TLe_pM2E&pp=ygVWSSdtIHRoZSBPbmUgKEZlYXQuIEp1c3RpbiBCaWViZXIsIFF1YXZvLCBDaGFuY2UgdGhlIFJhcHBlciwgTGlsIFdheW5lKSBESiBLaGFsZWQgYXVkaW8%3D,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1577,BILLIE EILISH.,Armani White,Hiphop_Overseas,https://www.youtube.com/watch?v=QIk9soqUjxc&pp=ygUhQklMTElFIEVJTElTSC4gQXJtYW5pIFdoaXRlIGF1ZGlv,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1578,Step Back!,SXMPRA,Hiphop_Overseas,https://www.youtube.com/watch?v=ModYrt62Vx0&pp=ygUXU3RlcCBCYWNrISBTWE1QUkEgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1579,Doja,Central Cee,Hiphop_Overseas,https://www.youtube.com/watch?v=fJzPJKv3ZrI&pp=ygUWRG9qYSBDZW50cmFsIENlZSBhdWRpbw%3D%3D,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1580,"Young, Wild &amp; Free (Feat. Bruno Mars)",Wiz Khalifa,Hiphop_Overseas,https://www.youtube.com/watch?v=Spwc2TigK00&pp=ygUMWW91bmcsIFdpbGQg,,,,,,,,,,,,,,,
1581,Empire State Of Mind (Feat. Alicia Keys),JAY-Z,Hiphop_Overseas,https://www.youtube.com/watch?v=MKkbQr1Eq58&pp=ygU0RW1waXJlIFN0YXRlIE9mIE1pbmQgKEZlYXQuIEFsaWNpYSBLZXlzKSBKQVktWiBhdWRpbw%3D%3D,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
1582,What It Is (Block Boy) (Feat. Kodak Black),Doechii,Hiphop_Overseas,https://www.youtube.com/watch?v=DHQTxtj0fCg&pp=ygU4V2hhdCBJdCBJcyAoQmxvY2sgQm95KSAoRmVhdC4gS29kYWsgQmxhY2spIERvZWNoaWkgYXVkaW8%3D,,,,,,,,,,,,,,,
1583,Lovin On Me,Jack Harlow,Hiphop_Overseas,https://www.youtube.com/watch?v=VJA43ZH4-Ak&pp=ygUdTG92aW4gT24gTWUgSmFjayBIYXJsb3cgYXVkaW8%3D,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1584,death bed (feat. beabadoobee),Powfu,Hiphop_Overseas,https://www.youtube.com/watch?v=WB4Nmh76fAc&pp=ygUpZGVhdGggYmVkIChmZWF0LiBiZWFiYWRvb2JlZSkgUG93ZnUgYXVkaW8%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
1585,Goodbyes (Feat. Young Thug),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=Wisthc226SU&pp=ygUtR29vZGJ5ZXMgKEZlYXQuIFlvdW5nIFRodWcpIFBvc3QgTWFsb25lIGF1ZGlv,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1586,"Angel Pt. 1 (Feat. Kodak Black, NLE Choppa, JVKE, Muni Long)",지민,Hiphop_Overseas,https://www.youtube.com/watch?v=jp0kTw1TCy0&pp=ygVJQW5nZWwgUHQuIDEgKEZlYXQuIEtvZGFrIEJsYWNrLCBOTEUgQ2hvcHBhLCBKVktFLCBNdW5pIExvbmcpIOyngOuvvCBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1587,Boss Bitch,Doja Cat,Hiphop_Overseas,https://www.youtube.com/watch?v=juUJpNN-suU&pp=ygUZQm9zcyBCaXRjaCBEb2phIENhdCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1588,Better Now,Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=Oggrsg4jZPM&pp=ygUcQmV0dGVyIE5vdyBQb3N0IE1hbG9uZSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1589,Dilemma (Feat. Kelly Rowland),Nelly,Hiphop_Overseas,https://www.youtube.com/watch?v=WwJm5hnWv6E&pp=ygUpRGlsZW1tYSAoRmVhdC4gS2VsbHkgUm93bGFuZCkgTmVsbHkgYXVkaW8%3D,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0
1590,Lot To Learn,Luke Christopher,Hiphop_Overseas,https://www.youtube.com/watch?v=KU7ZE7YgVWE&pp=ygUjTG90IFRvIExlYXJuIEx1a2UgQ2hyaXN0b3BoZXIgYXVkaW8%3D,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
1591,Players,Coi Leray,Hiphop_Overseas,https://www.youtube.com/watch?v=MZV0CIFQbbE&pp=ygUXUGxheWVycyBDb2kgTGVyYXkgYXVkaW8%3D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1592,Lose Yourself,Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=Wj7lL6eDOqc&pp=ygUaTG9zZSBZb3Vyc2VsZiBFbWluZW0gYXVkaW8%3D,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1
1593,Wop (Official Version),J-DASH,Hiphop_Overseas,https://www.youtube.com/watch?v=vlqnrnMBFOk&pp=ygUjV29wIChPZmZpY2lhbCBWZXJzaW9uKSBKLURBU0ggYXVkaW8%3D,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
1594,Nothin' On You (Feat. Bruno Mars),B.o.B,Hiphop_Overseas,https://www.youtube.com/watch?v=u3lz7oSd6JE&pp=ygUtTm90aGluJyBPbiBZb3UgKEZlYXQuIEJydW5vIE1hcnMpIEIuby5CIGF1ZGlv,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1595,The Search,NF,Hiphop_Overseas,https://www.youtube.com/watch?v=zWFQOIDBKBs&pp=ygUTVGhlIFNlYXJjaCBORiBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1596,Without Me,Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=fsG39JgqTmo&pp=ygUXV2l0aG91dCBNZSBFbWluZW0gYXVkaW8%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1597,Manila,Young Cocoa,Hiphop_Overseas,https://www.youtube.com/watch?v=GWRgDDuHcCo&pp=ygUYTWFuaWxhIFlvdW5nIENvY29hIGF1ZGlv,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
1598,ROXANNE,Arizona Zervas,Hiphop_Overseas,https://www.youtube.com/watch?v=F635hayVNic&pp=ygUcUk9YQU5ORSBBcml6b25hIFplcnZhcyBhdWRpbw%3D%3D,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1599,Old Town Road,Lil Nas X,Hiphop_Overseas,https://www.youtube.com/watch?v=7ysFgElQtjI&pp=ygUdT2xkIFRvd24gUm9hZCBMaWwgTmFzIFggYXVkaW8%3D,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1600,Godzilla (Feat. Juice WRLD),Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=9XvXF1LrWgA&pp=ygUoR29kemlsbGEgKEZlYXQuIEp1aWNlIFdSTEQpIEVtaW5lbSBhdWRpbw%3D%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1601,Still D.R.E. (Feat. Snoop Dogg),Dr. Dre,Hiphop_Overseas,https://www.youtube.com/watch?v=KDK5j-pd8tQ&pp=ygUtU3RpbGwgRC5SLkUuIChGZWF0LiBTbm9vcCBEb2dnKSBEci4gRHJlIGF1ZGlv,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1602,J CHRIST,Lil Nas X,Hiphop_Overseas,https://www.youtube.com/watch?v=U7bJdbzglRU&pp=ygUYSiBDSFJJU1QgTGlsIE5hcyBYIGF1ZGlv,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1603,Chosen (Feat. Ty Dolla $ign &amp; Tyga),Blxst,Hiphop_Overseas,https://www.youtube.com/watch?v=kUhHdASVjGs&pp=ygUcQ2hvc2VuIChGZWF0LiBUeSBEb2xsYSAkaWduIA%3D%3D,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1604,The Next Episode (Feat. Snoop Dogg),Dr. Dre,Hiphop_Overseas,https://www.youtube.com/watch?v=A8V0-gLxeB0&pp=ygUxVGhlIE5leHQgRXBpc29kZSAoRmVhdC4gU25vb3AgRG9nZykgRHIuIERyZSBhdWRpbw%3D%3D,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1605,Love The Way You Lie (Feat. Rihanna),Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=acMtKzTbAAU&pp=ygUxTG92ZSBUaGUgV2F5IFlvdSBMaWUgKEZlYXQuIFJpaGFubmEpIEVtaW5lbSBhdWRpbw%3D%3D,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1606,Psycho (Feat. Ty Dolla $ign),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=MGYJuETPQEg&pp=ygUuUHN5Y2hvIChGZWF0LiBUeSBEb2xsYSAkaWduKSBQb3N0IE1hbG9uZSBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1607,Congratulations (Feat. Quavo),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=R8vpQdZErbw&pp=ygUvQ29uZ3JhdHVsYXRpb25zIChGZWF0LiBRdWF2bykgUG9zdCBNYWxvbmUgYXVkaW8%3D,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1608,What You Know Bout Love,Pop Smoke,Hiphop_Overseas,https://www.youtube.com/watch?v=7Mzxotj6Gvs&pp=ygUnV2hhdCBZb3UgS25vdyBCb3V0IExvdmUgUG9wIFNtb2tlIGF1ZGlv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1609,Rolex,Ayo &amp; Teo,Hiphop_Overseas,https://www.youtube.com/watch?v=lwk5OUII9Vc&pp=ygUKUm9sZXggQXlvIA%3D%3D,,,,,,,,,,,,,,,
1610,GOATED.,Denzel Curry,Hiphop_Overseas,https://www.youtube.com/watch?v=fXk7VkenI80&pp=ygUaR09BVEVELiBEZW56ZWwgQ3VycnkgYXVkaW8%3D,,,,,,,,,,,,,,,
1611,FE!N (Feat. Playboi Carti),Travis Scott,Hiphop_Overseas,https://www.youtube.com/watch?v=U-l4ya3ejko&pp=ygUtRkUhTiAoRmVhdC4gUGxheWJvaSBDYXJ0aSkgVHJhdmlzIFNjb3R0IGF1ZGlv,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1612,Mood (Remix),iann dior,Hiphop_Overseas,https://www.youtube.com/watch?v=JOHN4EnFqAU&pp=ygUcTW9vZCAoUmVtaXgpIGlhbm4gZGlvciBhdWRpbw%3D%3D,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1613,Creepin',The Weeknd,Hiphop_Overseas,https://www.youtube.com/watch?v=LOqGYF0oFIg&pp=ygUZQ3JlZXBpbicgVGhlIFdlZWtuZCBhdWRpbw%3D%3D,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1614,redrum,21 Savage,Hiphop_Overseas,https://www.youtube.com/watch?v=ukbiRcyzrpc&pp=ygUWcmVkcnVtIDIxIFNhdmFnZSBhdWRpbw%3D%3D,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1615,Wrapped Around Your Finger,Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=JXxAnZaZrG0&pp=ygUsV3JhcHBlZCBBcm91bmQgWW91ciBGaW5nZXIgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
1616,Go Crazy,Young Thug,Hiphop_Overseas,https://www.youtube.com/watch?v=RhFR23coKCY&pp=ygUZR28gQ3JhenkgWW91bmcgVGh1ZyBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1617,Whistle,Flo Rida,Hiphop_Overseas,https://www.youtube.com/watch?v=mRaffkti2us&pp=ygUWV2hpc3RsZSBGbG8gUmlkYSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1618,rockstar (Feat. 21 Savage),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=4GFAZBKZVJY&pp=ygUscm9ja3N0YXIgKEZlYXQuIDIxIFNhdmFnZSkgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1619,God's Plan,Drake,Hiphop_Overseas,https://www.youtube.com/watch?v=m1a_GqJf02M&pp=ygUWR29kJ3MgUGxhbiBEcmFrZSBhdWRpbw%3D%3D,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
1620,"Psycho, Pt. 2",Russ,Hiphop_Overseas,https://www.youtube.com/watch?v=28ip6Xavjf4&pp=ygUYUHN5Y2hvLCBQdC4gMiBSdXNzIGF1ZGlv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1621,Best Friend (feat. Doja Cat),Saweetie,Hiphop_Overseas,https://www.youtube.com/watch?v=lg1uk7Wtg4E&pp=ygUrQmVzdCBGcmllbmQgKGZlYXQuIERvamEgQ2F0KSBTYXdlZXRpZSBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1622,"No Brainer (Feat. Justin Bieber, Chance the Rapper, Quavo)",DJ Khaled,Hiphop_Overseas,https://www.youtube.com/watch?v=Y8v6k8Aby4Y&pp=ygVKTm8gQnJhaW5lciAoRmVhdC4gSnVzdGluIEJpZWJlciwgQ2hhbmNlIHRoZSBSYXBwZXIsIFF1YXZvKSBESiBLaGFsZWQgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1623,SICKO MODE,Travis Scott,Hiphop_Overseas,https://www.youtube.com/watch?v=d-JBBNg8YKs&pp=ygUdU0lDS08gTU9ERSBUcmF2aXMgU2NvdHQgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1624,WAP (feat. Megan Thee Stallion),Cardi B,Hiphop_Overseas,https://www.youtube.com/watch?v=Wc5IbN4xw70&pp=ygUtV0FQIChmZWF0LiBNZWdhbiBUaGVlIFN0YWxsaW9uKSBDYXJkaSBCIGF1ZGlv,,,,,,,,,,,,,,,
1625,Stan (Feat. Dido),Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=G2odiIIynYk&pp=ygUeU3RhbiAoRmVhdC4gRGlkbykgRW1pbmVtIGF1ZGlv,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1626,HUMBLE.,Kendrick Lamar,Hiphop_Overseas,https://www.youtube.com/watch?v=ov4WobPqoSA&pp=ygUcSFVNQkxFLiBLZW5kcmljayBMYW1hciBhdWRpbw%3D%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1627,Mask Off,Future,Hiphop_Overseas,https://www.youtube.com/watch?v=aWb8z-KhZdo&pp=ygUVTWFzayBPZmYgRnV0dXJlIGF1ZGlv,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1628,Cooped Up (Feat. Roddy Ricch),Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=LUBUchYczsA&pp=ygUvQ29vcGVkIFVwIChGZWF0LiBSb2RkeSBSaWNjaCkgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1629,20 Min,Lil Uzi Vert,Hiphop_Overseas,https://www.youtube.com/watch?v=bnFa4Mq5PAM&pp=ygUZMjAgTWluIExpbCBVemkgVmVydCBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1630,ROCKSTAR (Feat. Roddy Ricch),DaBaby,Hiphop_Overseas,https://www.youtube.com/watch?v=83xBPCw5hh4&pp=ygUpUk9DS1NUQVIgKEZlYXQuIFJvZGR5IFJpY2NoKSBEYUJhYnkgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1631,Sprinter,Central Cee,Hiphop_Overseas,https://www.youtube.com/watch?v=iGcI_HxIu4M&pp=ygUaU3ByaW50ZXIgQ2VudHJhbCBDZWUgYXVkaW8%3D,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1632,Rumors,Jake Miller,Hiphop_Overseas,https://www.youtube.com/watch?v=f5jpHPxpoiI&pp=ygUYUnVtb3JzIEpha2UgTWlsbGVyIGF1ZGlv,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1633,16 Shots,Stefflon Don,Hiphop_Overseas,https://www.youtube.com/watch?v=r68SOqumAqU&pp=ygUbMTYgU2hvdHMgU3RlZmZsb24gRG9uIGF1ZGlv,,,,,,,,,,,,,,,
1634,The Box,Roddy Ricch,Hiphop_Overseas,https://www.youtube.com/watch?v=uLHqpjW3aDs&pp=ygUZVGhlIEJveCBSb2RkeSBSaWNjaCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1635,Freaky Deaky,Doja Cat,Hiphop_Overseas,https://www.youtube.com/watch?v=THcdkfefDrs&pp=ygUbRnJlYWt5IERlYWt5IERvamEgQ2F0IGF1ZGlv,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1636,Jimmy Cooks (Feat. 21 Savage),Drake,Hiphop_Overseas,https://www.youtube.com/watch?v=V7UgPHjN9qE&pp=ygUpSmltbXkgQ29va3MgKEZlYXQuIDIxIFNhdmFnZSkgRHJha2UgYXVkaW8%3D,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
1637,For A Minute,WizTheMc,Hiphop_Overseas,https://www.youtube.com/watch?v=UZtXoOBfZ2A&pp=ygUbRm9yIEEgTWludXRlIFdpelRoZU1jIGF1ZGlv,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1638,Where Is The Love?,Black Eyed Peas,Hiphop_Overseas,https://www.youtube.com/watch?v=PZj_I0DBtKU&pp=ygUoV2hlcmUgSXMgVGhlIExvdmU_IEJsYWNrIEV5ZWQgUGVhcyBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1639,The Monster (Feat. Rihanna),Eminem,Hiphop_Overseas,https://www.youtube.com/watch?v=ZDXXi19_7iE&pp=ygUoVGhlIE1vbnN0ZXIgKEZlYXQuIFJpaGFubmEpIEVtaW5lbSBhdWRpbw%3D%3D,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1640,CARNIVAL (Explicit Ver.),Playboi Carti,Hiphop_Overseas,https://www.youtube.com/watch?v=7yclXhwpph8&pp=ygUsQ0FSTklWQUwgKEV4cGxpY2l0IFZlci4pIFBsYXlib2kgQ2FydGkgYXVkaW8%3D,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1641,Pray For Me,The Weeknd,Hiphop_Overseas,https://www.youtube.com/watch?v=T0pYq_Saf7g&pp=ygUcUHJheSBGb3IgTWUgVGhlIFdlZWtuZCBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1642,Wow.,Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=NA4uIFbVCPM&pp=ygUWV293LiBQb3N0IE1hbG9uZSBhdWRpbw%3D%3D,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1643,LOVE. (Feat. Zacari),Kendrick Lamar,Hiphop_Overseas,https://www.youtube.com/watch?v=3SaVOpgSa6M&pp=ygUpTE9WRS4gKEZlYXQuIFphY2FyaSkgS2VuZHJpY2sgTGFtYXIgYXVkaW8%3D,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1644,GDFR (feat. Sage the Gemini &amp; Lookas),Flo Rida,Hiphop_Overseas,https://www.youtube.com/watch?v=F8Cg572dafQ&pp=ygUcR0RGUiAoZmVhdC4gU2FnZSB0aGUgR2VtaW5pIA%3D%3D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1645,goosebumps (Feat. Kendrick Lamar),Travis Scott,Hiphop_Overseas,https://www.youtube.com/watch?v=Dst9gZkq1a8&pp=ygU0Z29vc2VidW1wcyAoRmVhdC4gS2VuZHJpY2sgTGFtYXIpIFRyYXZpcyBTY290dCBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1646,Bad and Boujee (Feat. Lil Uzi Vert),Migos,Hiphop_Overseas,https://www.youtube.com/watch?v=LVOS_lzgEpQ&pp=ygUvQmFkIGFuZCBCb3VqZWUgKEZlYXQuIExpbCBVemkgVmVydCkgTWlnb3MgYXVkaW8%3D,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1647,Taste,Tyga,Hiphop_Overseas,https://www.youtube.com/watch?v=FjbDDi676Ic&pp=ygUQVGFzdGUgVHlnYSBhdWRpbw%3D%3D,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1648,Rodeo (Remix),Flo Milli,Hiphop_Overseas,https://www.youtube.com/watch?v=5qxzWNuoG18&ab_channel=LahPat,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1
1649,ill come back to you,Rxseboy,Hiphop_Overseas,https://www.youtube.com/watch?v=QYUl8Ve7uQo&pp=ygUiaWxsIGNvbWUgYmFjayB0byB5b3UgUnhzZWJveSBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1650,Stronger,Kanye West,Hiphop_Overseas,https://www.youtube.com/watch?v=3mwiO5st-us&pp=ygUZU3Ryb25nZXIgS2FueWUgV2VzdCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1651,DNA.,Kendrick Lamar,Hiphop_Overseas,https://www.youtube.com/watch?v=uX6uBHPGfSs&pp=ygUZRE5BLiBLZW5kcmljayBMYW1hciBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1652,Love Or Lust,24KGoldn,Hiphop_Overseas,https://www.youtube.com/watch?v=GSgN0Jhv6cw&pp=ygUbTG92ZSBPciBMdXN0IDI0S0dvbGRuIGF1ZGlv,,,,,,,,,,,,,,,
1653,More Than Friends,24KGoldn,Hiphop_Overseas,https://www.youtube.com/watch?v=YDCmn_F7vbY&pp=ygUgTW9yZSBUaGFuIEZyaWVuZHMgMjRLR29sZG4gYXVkaW8%3D,,,,,,,,,,,,,,,
1654,SUN GOES DOWN,Lil Nas X,Hiphop_Overseas,https://www.youtube.com/watch?v=U3BVFY9wnTw&pp=ygUdU1VOIEdPRVMgRE9XTiBMaWwgTmFzIFggYXVkaW8%3D,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
1655,Just Wanna Rock,Lil Uzi Vert,Hiphop_Overseas,https://www.youtube.com/watch?v=hqunRm_dSHw&pp=ygUiSnVzdCBXYW5uYSBSb2NrIExpbCBVemkgVmVydCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1656,WITHOUT YOU,The Kid LAROI,Hiphop_Overseas,https://www.youtube.com/watch?v=T-578RNysss&pp=ygUfV0lUSE9VVCBZT1UgVGhlIEtpZCBMQVJPSSBhdWRpbw%3D%3D,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
1657,MONTERO (Call Me By Your Name),Lil Nas X,Hiphop_Overseas,https://www.youtube.com/watch?v=OIp3jKHGf1M&pp=ygUuTU9OVEVSTyAoQ2FsbCBNZSBCeSBZb3VyIE5hbWUpIExpbCBOYXMgWCBhdWRpbw%3D%3D,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1658,Look at Me!,XXXTENTACION,Hiphop_Overseas,https://www.youtube.com/watch?v=wJGcwEv7838&pp=ygUeTG9vayBhdCBNZSEgWFhYVEVOVEFDSU9OIGF1ZGlv,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1659,Good News,Mac Miller,Hiphop_Overseas,https://www.youtube.com/watch?v=hlk1N68DAgQ,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1660,Motley Crew,Post Malone,Hiphop_Overseas,https://www.youtube.com/watch?v=VYjxeXsM9gw&pp=ygUdTW90bGV5IENyZXcgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
